Expediente_INVIMA,principio_activo,concentracion,unidad_base,unidad_de_dispensacion,nombre_comercial,fabricante,medicamento,canal,precio_por_tableta,factoresprecio,numerofactor
19954445,Dexametasona,Dexametasona 8 mg,mg,Solución o suspensión inyectable,Dexablas,Blaskov,Dexablas (Blaskov) Solución o suspensión inyectable | Ampolla de 2 ml | Cada 2 ml contiene: Dexametasona 8 mg,Institucional,$   577.00,Medio,2
20019105,Dexametasona,Dexametasona 8 mg,mg,Solución o suspensión inyectable,Dexametasona,Vitalis,Dexametasona (Vitalis) Solución o suspensión inyectable | Ampolla de 2 ml | Cada 2 ml contiene: Dexametasona 8 mg,Institucional,"$   1,444.00",Medio,2
20066787,Dexlansoprazol,Dexlansoprazol 60 mg,mg,Tableta o cápsula de liberación modificada,Dexlanzopral,Scandinavia Pharma,Dexlanzopral (Scandinavia Pharma) Tableta o cápsula de liberación modificada | Capsula | Contiene: Dexlansoprazol 60 mg,Institucional,"$   7,474.00",Medio,2
20060384,Dexlansoprazol,Dexlansoprazol 60 mg,mg,Tableta o cápsula de liberación modificada,Dexilant,Baxalta,Dexilant (Baxalta) Tableta o cápsula de liberación modificada | Capsula | Contiene: Dexlansoprazol 60 mg,Institucional,"$   11,242.00",Medio,2
46304,Dextrano + Hidroxipropilmetilcelulosa,Dextrano 1 mg + Hidroxipropilmetilcelulosa 3 mg,mg,Solución o suspensión oftálmica,Tears,Alcon,Tears (Alcon) Solución o suspensión oftálmica | Frasco de 0.4 ml | Cada 1 ml contiene: Dextrano 1 mg + Hidroxipropilmetilcelulosa 3 mg,Institucional,"$   3,090.00",Medio,2
22231,Dextrano + Hidroxipropilmetilcelulosa,Dextrano 1 mg + Hidroxipropilmetilcelulosa 3 mg,mg,Solución o suspensión oftálmica,Tears,Alcon,Tears (Alcon) Solución o suspensión oftálmica | Frasco de 15 ml | Cada 1 ml contiene: Dextrano 1 mg + Hidroxipropilmetilcelulosa 3 mg,Institucional,"$   27,800.00",Medio,2
20023975,Dextrometorfano + Guaifenesina,Dextrometorfano 0.3 g + Guaifenesina 2 g,g,Jarabe,Tussinar,Armofar,Tussinar (Armofar) Jarabe | Frasco de 120 ml | Cada 100 ml contiene: Dextrometorfano 0.3 g + Guaifenesina 2 g,Institucional,"$   6,894.00",Medio,2
20052652,Dextrometorfano + Guaifenesina,Dextrometorfano 0.3 g + Guaifenesina 2 g,g,Jarabe,Asobroncol,Rociphar,Asobroncol (Rociphar) Jarabe | Frasco de 120 ml | Cada 100 ml contiene: Dextrometorfano 0.3 g + Guaifenesina 2 g,Institucional,"$   8,654.00",Medio,2
20085619,Diclofenaco + Tramadol,Diclofenaco 25 mg + Tramadol 25 mg,mg,Tableta o cápsula,Dicasen,Farmaceutica Paraguaya,Dicasen (Farmaceutica Paraguaya) Tableta o cápsula | Tableta | Contiene: Diclofenaco 25 mg + Tramadol 25 mg,Institucional,"$   2,419.00",Medio,2
20011990,Diclofenaco + Tramadol,Diclofenaco 25 mg + Tramadol 25 mg,mg,Tableta o cápsula,Adorlan,Grunenthal,Adorlan (Grunenthal) Tableta o cápsula | Tableta | Contiene: Diclofenaco 25 mg + Tramadol 25 mg,Institucional,"$   3,175.00",Medio,2
20079148,Diclofenaco,Diclofenaco 25 mg,mg,Solución o suspensión inyectable,Diclofenaco,Aculife,Diclofenaco (Aculife) Solución o suspensión inyectable | Ampolla de 3 ml | Cada 1 ml contiene: Diclofenaco 25 mg,Institucional,$   179.00,Medio,2
37902,Diclofenaco,Diclofenaco 25 mg,mg,Solución o suspensión inyectable,Diclofenaco,Tecnoquimicas,Diclofenaco (Tecnoquimicas) Solución o suspensión inyectable | Ampolla de 3 ml | Cada 3 ml contiene: Diclofenaco 25 mg,Institucional,$   928.00,Medio,2
20077634,Diclofenaco,Diclofenaco 5 g,g,Polvo para reconstituir a Solución o suspensión oral,Cloxidin,Bioquifar,Cloxidin  (Bioquifar) Polvo para reconstituir a Solución o suspensión oral | Frasco de 80 ml | Cada 100 ml contiene: Diclofenaco 5 g,Institucional,"$   2,759.00",Medio,2
19949643,Diclofenaco,Diclofenaco 5 g,g,Polvo para reconstituir a Solución o suspensión oral,Dicloxacilina,Sanofi Aventis,Dicloxacilina (Sanofi Aventis) Polvo para reconstituir a Solución o suspensión oral | Frasco de 40 ml | Cada 100 ml contiene: Diclofenaco 5 g,Institucional,"$   3,970.00",Medio,2
207750,Diclofenaco,Diclofenaco 50 mg,mg,Tableta o cápsula de liberación modificada,Diclofenaco,Laproff,Diclofenaco (Laproff) Tableta o cápsula de liberación modificada | Tableta | Contiene: Diclofenaco 50 mg,Institucional,$   45.00,Medio,2
227368,Diclofenaco,Diclofenaco 50 mg,mg,Tableta o cápsula de liberación modificada,Voltaren,Novartis,Voltaren (Novartis) Tableta o cápsula de liberación modificada | Tableta | Contiene: Diclofenaco 50 mg,Institucional,"$   1,968.00",Medio,2
228279,Dicloxacilina,Dicloxacilina 250 mg,mg,Polvo para reconstituir a Solución o suspensión oral,Dicloxacilina,La Sante,Dicloxacilina (La Sante) Polvo para reconstituir a Solución o suspensión oral | Frasco de 60 ml | Cada 5 ml contiene: Dicloxacilina 250 mg,Institucional,"$   2,445.00",Medio,2
20083881,Dicloxacilina,Dicloxacilina 250 mg,mg,Polvo para reconstituir a Solución o suspensión oral,Dicloxacilina,Ophalac,Dicloxacilina (Ophalac) Polvo para reconstituir a Solución o suspensión oral | Frasco de 80 ml | Cada 5 ml contiene: Dicloxacilina 250 mg,Institucional,"$   4,979.00",Medio,2
20120592,Dienogest + Estradiol,Dienogest 2 mg + Estradiol 1 mg,mg,Tableta o cápsula,Segufem,Lafrancol,Segufem (Lafrancol) Tableta o cápsula | Tableta | Contiene: Dienogest 2 mg + Estradiol 1 mg,Institucional,$   660.00,Medio,2
20104341,Dienogest + Estradiol,Dienogest 2 mg + Estradiol 1 mg,mg,Tableta o cápsula,Velbienne,Exeltis,Velbienne (Exeltis) Tableta o cápsula | Tableta | Contiene: Dienogest 2 mg + Estradiol 1 mg,Institucional,"$   1,407.00",Medio,2
20087541,Dienogest + Estradiol,Dienogest 2 mg + Estradiol 2 mg,mg,Tableta o cápsula,Segufem,Lafrancol,Segufem (Lafrancol) Tableta o cápsula | Tableta | Contiene: Dienogest 2 mg + Estradiol 2 mg,Institucional,$   422.00,Medio,2
20071752,Dienogest + Estradiol,Dienogest 2 mg + Estradiol 2 mg,mg,Tableta o cápsula,Abldieval,Andromaco,Abldieval (Andromaco) Tableta o cápsula | Tableta | Contiene: Dienogest 2 mg + Estradiol 2 mg,Institucional,$   436.00,Medio,2
19955895,Difenhidramina,Difenhidramina 250 mg,mg,Jarabe,Difenhidramina,Ophalac,Difenhidramina (Ophalac) Jarabe | Frasco de 120 ml | Cada 100 ml contiene: Difenhidramina 250 mg,Institucional,"$   1,680.00",Medio,2
19919306,Difenhidramina,Difenhidramina 250 mg,mg,Jarabe,Difenhidramina,Laproff,Difenhidramina (Laproff) Jarabe | Frasco de 120 ml | Cada 100 ml contiene: Difenhidramina 250 mg,Institucional,"$   2,510.00",Medio,2
19929219,Difenhidramina,Difenhidramina 50 mg,mg,Tableta o cápsula,Difenhidramina,Ophalac,Difenhidramina (Ophalac) Tableta o cápsula | Capsula | Contiene: Difenhidramina 50 mg,Institucional,$   111.00,Medio,2
20096034,Difenhidramina,Difenhidramina 50 mg,mg,Tableta o cápsula,Difenhidramina,Saluspharma,Difenhidramina (Saluspharma) Tableta o cápsula | Capsula | Contiene: Difenhidramina 50 mg,Institucional,$   135.00,Medio,2
20055107,Dihidrocodeina,Dihidrocodeina 242 mg,mg,Jarabe,Eucodina,Matprifar,Eucodina (Matprifar) Jarabe | Frasco de 120 ml | Cada 100 ml contiene: Dihidrocodeina 242 mg,Institucional,"$   2,856.00",Medio,2
19984412,Dihidrocodeina,Dihidrocodeina 242 mg,mg,Jarabe,Dihidrocodeina,Farmatech,Dihidrocodeina (Farmatech) Jarabe | Frasco de 60 ml | Cada 100 ml contiene: Dihidrocodeina 242 mg,Institucional,"$   3,572.00",Medio,2
51602,Diltiazem,Diltiazem 60 mg,mg,Tableta o cápsula,Diltiazem,Genfar,Diltiazem (Genfar) Tableta o cápsula | Tableta | Contiene: Diltiazem 60 mg,Institucional,$   114.00,Medio,2
19985458,Diltiazem,Diltiazem 60 mg,mg,Tableta o cápsula,Diltiazem,Winthrop,Diltiazem (Winthrop) Tableta o cápsula | Tableta | Contiene: Diltiazem 60 mg,Institucional,$   200.00,Medio,2
20107860,Dimetilfumarato,Dimetilfumarato 120 mg,mg,Tableta o cápsula,Yardix,Synthesis,Yardix (Synthesis) Tableta o cápsula | Capsula | Contiene: Dimetilfumarato 120 mg,Institucional,"$   33,792.00",Medio,2
20071812,Dimetilfumarato,Dimetilfumarato 120 mg,mg,Tableta o cápsula,Tecfidera,Biogen,Tecfidera  (Biogen) Tableta o cápsula | Capsula | Contiene: Dimetilfumarato 120 mg,Institucional,"$   42,945.00",Medio,2
20107856,Dimetilfumarato,Dimetilfumarato 240 mg,mg,Tableta o cápsula,Yardix,Synthesis,Yardix (Synthesis) Tableta o cápsula | Capsula | Contiene: Dimetilfumarato 240 mg,Institucional,"$   71,667.00",Medio,2
20091925,Dimetilfumarato,Dimetilfumarato 240 mg,mg,Tableta o cápsula,Tecfidera,Biogen,Tecfidera  (Biogen) Tableta o cápsula | Capsula | Contiene: Dimetilfumarato 240 mg,Institucional,"$   104,000.00",Medio,2
19951877,Dinitrato De Isosorbida,Dinitrato De Isosorbida 10 mg,mg,Tableta o cápsula,Dinitrato,Laproff,Dinitrato (Laproff) Tableta o cápsula | Tableta | Contiene: Dinitrato De Isosorbida 10 mg,Institucional,$   52.00,Medio,2
37247,Dinitrato De Isosorbida,Dinitrato De Isosorbida 10 mg,mg,Tableta o cápsula,Isocord,Bago,Isocord (Bago) Tableta o cápsula | Tableta | Contiene: Dinitrato De Isosorbida 10 mg,Institucional,$   854.00,Medio,2
226986,Diosmectita,Diosmectita 3000 mg,mg,Polvo para reconstituir a Solución o suspensión oral,Smecta,Beaufour Ipsen,Smecta (Beaufour Ipsen) Polvo para reconstituir a Solución o suspensión oral | Frasco de 4.76 g | Contiene: Diosmectita 3000 mg,Institucional,"$   4,763.00",Medio,2
19961724,Diosmectita,Diosmectita 3000 mg,mg,Polvo para reconstituir a Solución o suspensión oral,Diosmit,Sygma,Diosmit (Sygma) Polvo para reconstituir a Solución o suspensión oral | Frasco | Cada 3.76 g contiene: Diosmectita 3000 mg,Institucional,"$   5,057.00",Medio,2
19941379,Dobutamina,Dobutamina 250 mg,mg,Solución o suspensión inyectable,Dobutamina,Ryan,Dobutamina (Ryan) Solución o suspensión inyectable | Ampolla de 20 ml | Cada 20 ml contiene: Dobutamina 250 mg,Institucional,"$   10,331.00",Medio,2
20068276,Dobutamina,Dobutamina 250 mg,mg,Solución o suspensión inyectable,Autobod,Blaskov,Autobod (Blaskov) Solución o suspensión inyectable | Ampolla de 20 ml | Cada 20 ml contiene: Dobutamina 250 mg,Institucional,"$   12,766.00",Medio,2
20056715,Docetaxel,Docetaxel 10 mg,mg,Solución o suspensión inyectable,Taxespira,Pfizer,Taxespira (Pfizer) Solución o suspensión inyectable | Ampolla de 2 ml | Cada 1 ml contiene: Docetaxel 10 mg,Institucional,"$   88,166.00",Medio,2
20056714,Docetaxel,Docetaxel 10 mg,mg,Solución o suspensión inyectable,Taxespira,Pfizer,Taxespira (Pfizer) Solución o suspensión inyectable | Ampolla de 8 ml | Cada 1 ml contiene: Docetaxel 10 mg,Institucional,"$   114,628.00",Medio,2
20111936,Docetaxel,Docetaxel 13.3 mg,mg,Solución o suspensión inyectable,Soulaxin,Pisa,Soulaxin (Pisa) Solución o suspensión inyectable | Ampolla de 1.5 ml | Cada 1 ml contiene: Docetaxel 13.3 mg,Institucional,"$   27,000.00",Medio,2
20111935,Docetaxel,Docetaxel 13.3 mg,mg,Solución o suspensión inyectable,Soulaxin,Pisa,Soulaxin (Pisa) Solución o suspensión inyectable | Ampolla de 6 ml | Cada 1 ml contiene: Docetaxel 13.3 mg,Institucional,"$   70,000.00",Medio,2
19983819,Dorzolamida,Dorzolamida 20 mg,mg,Solución o suspensión oftálmica,Dorzolam,Tecnoquimicas,Dorzolam (Tecnoquimicas) Solución o suspensión oftálmica | Frasco de 5 ml | Cada 1 ml contiene: Dorzolamida 20 mg,Institucional,"$   15,977.00",Medio,2
20070050,Dorzolamida,Dorzolamida 20 mg,mg,Solución o suspensión oftálmica,Dorcoglat,Profma,Dorcoglat (Profma) Solución o suspensión oftálmica | Frasco de 5 ml | Cada 1 ml contiene: Dorzolamida 20 mg,Institucional,"$   21,400.00",Medio,2
20089956,Doxorubicina,Doxorubicina 50 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Doxorubicina,Cipla,Doxorubicina (Cipla) Polvo para reconstituir a Solución o suspensión inyectable | Vial | Contiene: Doxorubicina 50 mg,Institucional,"$   20,715.00",Medio,2
20061064,Doxorubicina,Doxorubicina 50 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Doxorubicina,Blau,Doxorubicina (Blau) Polvo para reconstituir a Solución o suspensión inyectable | Vial de 50 ml | Cada 50 ml contiene: Doxorubicina 50 mg,Institucional,"$   49,839.00",Medio,2
20112029,Duloxetina,Duloxetina  60 mg,mg,Tableta o cápsula,Duxetero,Hetero,Duxetero  (Hetero) Tableta o cápsula | Capsula | Contiene: Duloxetina  60 mg,Institucional,"$   1,284.00",Medio,2
20084465,Duloxetina,Duloxetina  60 mg,mg,Tableta o cápsula,Du-Two,Aurobindo,Du-Two (Aurobindo) Tableta o cápsula | Capsula | Contiene: Duloxetina  60 mg,Institucional,"$   2,858.00",Medio,2
20114013,Efavirenz + Lamivudina + Tenofovir,Efavirenz 600 mg + Lamivudina 300 mg + Tenofovir 300 mg,mg,Tableta o cápsula,Trioday,Cipla,Trioday (Cipla) Tableta o cápsula | Tableta | Contiene: Efavirenz 600 mg + Lamivudina 300 mg + Tenofovir 300 mg,Institucional,"$   1,624.00",Medio,2
20071501,Efavirenz + Lamivudina + Tenofovir,Efavirenz 600 mg + Lamivudina 300 mg + Tenofovir 300 mg,mg,Tableta o cápsula,Latefa,Hetero,Latefa  (Hetero) Tableta o cápsula | Tableta | Contiene: Efavirenz 600 mg + Lamivudina 300 mg + Tenofovir 300 mg,Institucional,"$   300,000.00",Medio,2
20148969,Emtricitabina + Tenofovir,Emtricitabina 200 mg + Tenofovir 25 mg,mg,Tableta o cápsula,Vyvalto,Richmond,Vyvalto (Richmond) Tableta o cápsula | Tableta | Contiene: Emtricitabina 200 mg + Tenofovir 25 mg,Institucional,"$   6,500.00",Medio,2
20131470,Emtricitabina + Tenofovir,Emtricitabina 200 mg + Tenofovir 25 mg,mg,Tableta o cápsula,Descovy,Gilead,Descovy  (Gilead) Tableta o cápsula | Tableta | Contiene: Emtricitabina 200 mg + Tenofovir 25 mg,Institucional,"$   14,034.00",Medio,2
19960639,Enoxaparina,Enoxaparina 20 mg,mg,Solución o suspensión inyectable,Enoxpar,Chalver,Enoxpar (Chalver) Solución o suspensión inyectable | Ampolla de 0.2 ml | Cada 2 ml contiene: Enoxaparina 20 mg,Institucional,"$   8,375.00",Medio,2
36240,Enoxaparina,Enoxaparina 20 mg,mg,Solución o suspensión inyectable,Clexane,Sanofi Aventis,Clexane (Sanofi Aventis) Solución o suspensión inyectable | Ampolla de 2 ml | Cada 0.2 ml contiene: Enoxaparina 20 mg,Institucional,"$   43,608.00",Medio,2
19950453,Enoxaparina De Sodio,Enoxaparina De Sodio 100 mg,mg,Solución o suspensión inyectable,Clenox,Procaps,Clenox (Procaps) Solución o suspensión inyectable | Ampolla de 0.6 ml | Cada 1 ml contiene: Enoxaparina De Sodio 100 mg,Institucional,"$   14,600.00",Medio,2
19950452,Enoxaparina De Sodio,Enoxaparina De Sodio 100 mg,mg,Solución o suspensión inyectable,Clenox,Procaps,Clenox (Procaps) Solución o suspensión inyectable | Ampolla de 0.2 ml | Cada 1 ml contiene: Enoxaparina De Sodio 100 mg,Institucional,"$   20,411.00",Medio,2
38999,Epinefrina  + Lidocaina,Epinefrina  22.5 mcg + Lidocaina 36 mg,mcg,Solución o suspensión inyectable,Lidocaina,Vie De Colombia,Lidocaina (Vie De Colombia) Solución o suspensión inyectable | Ampolla de 1.8 ml | Cada 1.8 ml contiene: Epinefrina  22.5 mcg + Lidocaina 36 mg,Institucional,$   884.00,Medio,2
19948553,Epinefrina  + Lidocaina,Epinefrina  22.5 mcg + Lidocaina 36 mg,mcg,Solución o suspensión inyectable,Roxicaina,Ropsohn,Roxicaina (Ropsohn) Solución o suspensión inyectable | Ampolla de 1.8 ml | Cada 1.8 ml contiene: Epinefrina  22.5 mcg + Lidocaina 36 mg,Institucional,"$   2,740.00",Medio,2
19930286,Epinefrina,Epinefrina 1 mg,mg,Solución o suspensión inyectable,Epinefrina,Sanderson,Epinefrina (Sanderson) Solución o suspensión inyectable | Ampolla de 1 ml | Cada 1 ml contiene: Epinefrina 1 mg,Institucional,$   547.00,Medio,2
42849,Epinefrina,Epinefrina 1 mg,mg,Solución o suspensión inyectable,Adrenalina,Ecar,Adrenalina (Ecar) Solución o suspensión inyectable | Ampolla de 1 ml | Cada 1 ml contiene: Epinefrina 1 mg,Institucional,"$   2,356.00",Medio,2
52222,Epinefrina + Lidocaina,Epinefrina 5 mcg + Lidocaina 10 mg,mcg,Solución o suspensión inyectable,Lidocaina,Vie De Colombia,Lidocaina (Vie De Colombia) Solución o suspensión inyectable | Ampolla de 20 ml | Cada 1 ml contiene: Epinefrina 5 mcg + Lidocaina 10 mg,Institucional,"$   13,700.00",Medio,2
218168,Epinefrina + Lidocaina,Epinefrina 5 mcg + Lidocaina 10 mg,mcg,Solución o suspensión inyectable,Roxicaina,Ropsohn,Roxicaina (Ropsohn) Solución o suspensión inyectable | Ampolla de 20 ml | Cada 1 ml contiene: Epinefrina 5 mcg + Lidocaina 10 mg,Institucional,"$   93,500.00",Medio,2
20072261,Eprosartan,Eprosartan 600 mg,mg,Tableta o cápsula,Protan,Hetero,Protan (Hetero) Tableta o cápsula | Tableta | Contiene: Eprosartan 600 mg,Institucional,"$   1,477.00",Medio,2
19914736,Eprosartan,Eprosartan 600 mg,mg,Tableta o cápsula,Teveten,Lafrancol,Teveten (Lafrancol) Tableta o cápsula | Tableta | Contiene: Eprosartan 600 mg,Institucional,"$   6,368.00",Medio,2
19962961,Eritromicina,Eritromicina 4 g,g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Iloticina,Tecnofar,Iloticina (Tecnofar) Cremas o geles o ungüentos o pomadas o pastas o jaleas | Tubo de 30 g | Cada 100 g contiene: Eritromicina 4 g,Institucional,"$   27,318.00",Medio,2
200107,Eritromicina,Eritromicina 4 g,g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Bonac,Scandinavia Pharma,Bonac (Scandinavia Pharma) Cremas o geles o ungüentos o pomadas o pastas o jaleas | Tubo de 30 g | Cada 100 g contiene: Eritromicina 4 g,Institucional,"$   32,500.00",Medio,2
55553,Eritropoyetina,Eritropoyetina 4000 UI,UI,Polvo para reconstituir a Solución o suspensión inyectable,Epoyet,Biosidus,Epoyet (Biosidus) Polvo para reconstituir a Solución o suspensión inyectable | Vial de 2 ml | Cada 2 ml contiene: Eritropoyetina 4000 UI,Institucional,"$   28,320.00",Medio,2
19978668,Eritropoyetina,Eritropoyetina 4000 UI,UI,Polvo para reconstituir a Solución o suspensión inyectable,Eritromax,Blau,Eritromax  (Blau) Polvo para reconstituir a Solución o suspensión inyectable | Vial de 10 ml | Cada 10 ml contiene: Eritropoyetina 4000 UI,Institucional,"$   75,080.00",Medio,2
20117466,Ertapenem,Ertapenem 1000 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Ertagram,Aurobindo,Ertagram (Aurobindo) Polvo para reconstituir a Solución o suspensión inyectable | Vial de 20 ml | Cada 20 ml contiene: Ertapenem 1000 mg,Institucional,"$   80,000.00",Medio,2
19931619,Ertapenem,Ertapenem 1000 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Invanz,Merck Sharp Dome,Invanz (Merck Sharp Dome) Polvo para reconstituir a Solución o suspensión inyectable | Vial | Contiene: Ertapenem 1000 mg,Institucional,"$   133,550.00",Medio,2
20031963,Esomeprazol,Esomeprazol 10 mg,mg,Tableta o cápsula,Esomax,Scandinavia Pharma,Esomax (Scandinavia Pharma) Tableta o cápsula | Capsula | Contiene: Esomeprazol 10 mg,Institucional,"$   3,282.00",Medio,2
20001339,Esomeprazol,Esomeprazol 10 mg,mg,Tableta o cápsula,Nedox,Lafrancol,Nedox (Lafrancol) Tableta o cápsula | Capsula | Contiene: Esomeprazol 10 mg,Institucional,"$   3,938.00",Medio,2
20028544,Esomeprazol + Meloxicam,Esomeprazol 20 mg + Meloxicam 15 mg,mg,Tableta o cápsula,Ocam Protect,Galeno Quimica,Ocam Protect (Galeno Quimica) Tableta o cápsula | Tableta | Contiene: Esomeprazol 20 mg + Meloxicam 15 mg,Institucional,"$   4,000.00",Medio,2
20028539,Esomeprazol + Meloxicam,Esomeprazol 20 mg + Meloxicam 15 mg,mg,Tableta o cápsula,Rumonal,Legrand,Rumonal  (Legrand) Tableta o cápsula | Capsula | Contiene: Esomeprazol 20 mg + Meloxicam 15 mg,Institucional,"$   5,700.00",Medio,2
20066117,Esomeprazol,Esomeprazol 20 mg,mg,Tableta o cápsula de liberación modificada,Esomeprazol,Procaps,Esomeprazol (Procaps) Tableta o cápsula de liberación modificada | Tableta | Contiene: Esomeprazol 20 mg,Institucional,$   195.00,Medio,2
19948575,Esomeprazol,Esomeprazol 20 mg,mg,Tableta o cápsula de liberación modificada,Esoz,Galeno Quimica,Esoz (Galeno Quimica) Tableta o cápsula de liberación modificada | Tableta | Contiene: Esomeprazol 20 mg,Institucional,"$   13,714.00",Medio,2
20051856,Estradiol + Dienogest + Estradiol + Estradiol + Dienogest + Dienogest,Estradiol 1 mg + Dienogest 2 mg + Estradiol 1 mg + Estradiol 1 mg + Dienogest 2 mg + Dienogest 2 mg,mg,Tableta o cápsula,Evely,Lafrancol,Evely (Lafrancol) Tableta o cápsula | Tableta | Contiene: Estradiol 1 mg + Dienogest 2 mg + Estradiol 1 mg + Estradiol 1 mg + Dienogest 2 mg + Dienogest 2 mg,Institucional,$   923.00,Medio,2
20005723,Estradiol + Dienogest + Estradiol + Estradiol + Dienogest + Dienogest,Estradiol 1 mg + Dienogest 2 mg + Estradiol 1 mg + Estradiol 1 mg + Dienogest 2 mg + Dienogest 2 mg,mg,Tableta o cápsula,Qlaira,Bayer,Qlaira (Bayer) Tableta o cápsula | Tableta | Contiene: Estradiol 1 mg + Dienogest 2 mg + Estradiol 1 mg + Estradiol 1 mg + Dienogest 2 mg + Dienogest 2 mg,Institucional,$   999.00,Medio,2
20010099,Estradiol,Estradiol 60 mg,mg,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Estrogel,Besins Healthcare,Estrogel (Besins Healthcare) Cremas o geles o ungüentos o pomadas o pastas o jaleas | Tubo de 80 g | Cada 100 g contiene: Estradiol 60 mg,Institucional,"$   60,929.00",Medio,2
20035603,Estradiol,Estradiol 60 mg,mg,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Ginoderm,Synthesis,Ginoderm (Synthesis) Cremas o geles o ungüentos o pomadas o pastas o jaleas | Tubo de 95 g | Cada 100 g contiene: Estradiol 60 mg,Institucional,"$   77,323.00",Medio,2
20096953,Estrogenos Conjugados,Estrogenos Conjugados 0.3 mg,mg,Tableta o cápsula,Feveny,Bcn Medical,Feveny (Bcn Medical) Tableta o cápsula | Tableta | Contiene: Estrogenos Conjugados 0.3 mg,Institucional,$   452.00,Medio,2
19908248,Estrogenos Conjugados,Estrogenos Conjugados 0.3 mg,mg,Tableta o cápsula,Premarin,Pfizer,Premarin (Pfizer) Tableta o cápsula | Tableta | Contiene: Estrogenos Conjugados 0.3 mg,Institucional,"$   1,832.00",Medio,2
228238,Etinilestradiol + Levonorgestrel,Etinilestradiol 0.02 mg + Levonorgestrel 0.1 mg,mg,Tableta o cápsula,Microgynon,Tecnofarma,Microgynon (Tecnofarma) Tableta o cápsula | Tableta | Contiene: Etinilestradiol 0.02 mg + Levonorgestrel 0.1 mg,Institucional,$   242.00,Medio,2
19951554,Etinilestradiol + Levonorgestrel,Etinilestradiol 0.02 mg + Levonorgestrel 0.1 mg,mg,Tableta o cápsula,Minipil,Lafrancol,Minipil (Lafrancol) Tableta o cápsula | Tableta | Contiene: Etinilestradiol 0.02 mg + Levonorgestrel 0.1 mg,Institucional,$   279.00,Medio,2
20133287,Everolimus,Everolimus 10 mg,mg,Tableta o cápsula,Sumirol,Legrand,Sumirol (Legrand) Tableta o cápsula | Tableta | Contiene: Everolimus 10 mg,Institucional,"$   215,000.00",Medio,2
20015207,Everolimus,Everolimus 10 mg,mg,Tableta o cápsula,Afinitor,Novartis,Afinitor (Novartis) Tableta o cápsula | Tableta | Contiene: Everolimus 10 mg,Institucional,"$   388,985.00",Medio,2
20142533,Everolimus,Everolimus 2.5 mg,mg,Tableta o cápsula,Sumirol,Legrand,Sumirol (Legrand) Tableta o cápsula | Tableta | Contiene: Everolimus 2.5 mg,Institucional,"$   56,000.00",Medio,2
20032740,Everolimus,Everolimus 2.5 mg,mg,Tableta o cápsula,Afinitor,Novartis,Afinitor (Novartis) Tableta o cápsula | Tableta | Contiene: Everolimus 2.5 mg,Institucional,"$   78,907.00",Medio,2
20133286,Everolimus,Everolimus 5 mg,mg,Tableta o cápsula,Sumirol,Legrand,Sumirol (Legrand) Tableta o cápsula | Tableta | Contiene: Everolimus 5 mg,Institucional,"$   108,000.00",Medio,2
20015216,Everolimus,Everolimus 5 mg,mg,Tableta o cápsula,Afinitor,Novartis,Afinitor (Novartis) Tableta o cápsula | Tableta | Contiene: Everolimus 5 mg,Institucional,"$   186,223.00",Medio,2
19936460,Ezetimibe,Ezetimibe 10 mg,mg,Tableta o cápsula,Ezetrol,Merck Sharp Dome,Ezetrol  (Merck Sharp Dome) Tableta o cápsula | Tableta | Contiene: Ezetimibe 10 mg,Institucional,"$   3,473.00",Medio,2
19936459,Ezetimibe,Ezetimibe 10 mg,mg,Tableta o cápsula,Zetia,Merck Sharp Dome,Zetia (Merck Sharp Dome) Tableta o cápsula | Tableta | Contiene: Ezetimibe 10 mg,Institucional,"$   3,566.00",Medio,2
20101740,Factor Viii De Coagulacion,Factor Viii De Coagulacion 2000 UI,UI,Polvo para reconstituir a Solución o suspensión inyectable,Nuwiq,Octapharma,Nuwiq (Octapharma) Polvo para reconstituir a Solución o suspensión inyectable | Vial | Contiene: Factor Viii De Coagulacion 2000 UI,Institucional,"$   2,300,000.00",Medio,2
20107757,Factor Viii De Coagulacion,Factor Viii De Coagulacion 2000 UI,UI,Polvo para reconstituir a Solución o suspensión inyectable,Adynovate 2000Iu,Baxalta,Adynovate 2000Iu (Baxalta) Polvo para reconstituir a Solución o suspensión inyectable | Vial de 5 ml | Cada 5 ml contiene: Factor Viii De Coagulacion 2000 UI,Institucional,"$   2,558,000.00",Medio,2
20109669,Famotidina,Famotidina 10 mg,mg,Tableta o cápsula,Phamotin,Humax,Phamotin (Humax) Tableta o cápsula | Tableta | Contiene: Famotidina 10 mg,Institucional,$   450.00,Medio,2
19959810,Famotidina,Famotidina 10 mg,mg,Tableta o cápsula,Gastrum,Lafrancol,Gastrum (Lafrancol) Tableta o cápsula | Tableta | Contiene: Famotidina 10 mg,Institucional,$   710.00,Medio,2
